"","Isolation.source","Completeness","Cenote.taker.contig.name","original.contig.name","Length","Element.Name","Topology","Common.Viral.Domains","ORF.caller.used","BLASTP.hit.for.Taxonomy","BLASTN.result..if.any."
"2386","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA329_vs1 ","NODE_26_length_1680_cov_4_956332_S003-6",1680," Myoviridae sp. ctPvd329 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus gi|30065742|ref|NP_839887.1| gpA [Yersinia virus L413C] 99.465 "," no blastn"
"2387","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA32_vs1 ","NODE_820_length_2059_cov_8_461655_S003-133",2059," Siphoviridae sp. ct6FW32 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Efquatrovirus; Enterococcus virus EF4 gi|589892985|ref|YP_009004312.1| HNH endonuclease [Enterococcus phage IME EF4] 39.773 "," no blastn"
"2388","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA330_vs1 ","NODE_28_length_1560_cov_1_551585_S003-6",1560," Myoviridae sp. ctelL330 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; Escherichia virus pro147 gi|971753744|ref|YP_009207647.1| major capsid protein [Escherichia phage pro147] 98.806 "," no blastn"
"2389","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA332_vs1 ","NODE_1_length_37979_cov_2204_253100_S003-80",37979," Siphoviridae sp. ctQvq332 "," linear ",14," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Minunavirus; Microbacterium virus Min1 gi|149882818|ref|YP_001294797.1| probable terminase [Microbacterium phage Min1] 44.762 "," no blastn"
"2390","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA333_vs1 ","NODE_1_length_40254_cov_2281_298380_S003-92",40254," Siphoviridae sp. ctBTQ333 "," linear ",15," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Nyceiraevirus; Gordonia virus Nyceirae gi|1070096285|ref|YP_009277923.1| terminase large subunit [Gordonia phage Nyceirae] 54.813 "," no blastn"
"2391","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA335_vs1 ","NODE_3_length_30182_cov_137_303546_S003-92",30182," Podoviridae sp. cto6Z335 "," linear ",12," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Picovirinae; unclassified Picovirinae gi|384519782|ref|YP_006218721.1| hypothetical protein EF62_phi0026 [Enterococcus phage EF62phi] 99.099 "," no blastn"
"2392","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA336_vs1 ","NODE_20_length_3026_cov_22_174296_S003-92",3026," Siphoviridae sp. ctIL6336 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|13095734|ref|NP_076626.1| endopeptidase [Lactococcus phage bIL285] 45.905 "," no blastn"
"2393","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA337_vs1 ","NODE_120_length_2426_cov_11_241379_S003-97",2426," Myoviridae sp. ctWjO337 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus gi|971763867|ref|YP_009216852.1| putative terminase large subunit protein [Clostridium phage phiCDHM19] 74.134 "," no blastn"
"2394","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA338_vs1 ","NODE_597_length_1303_cov_5_857259_S003-97",1303," Myoviridae sp. ctjlP338 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus gi|134287349|ref|YP_001110732.1| putative core tail [Clostridium virus phiC2] 65.190 "," no blastn"
"2395","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA339_vs1 ","NODE_2_length_38264_cov_235_160840_S003-99",38264," Myoviridae sp. ctuVo339 "," linear ",24," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus gi|971763867|ref|YP_009216852.1| putative terminase large subunit protein [Clostridium phage phiCDHM19] 75.670 "," no blastn"
"2396","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA33_vs1 ","NODE_1480_length_1261_cov_6_668074_S003-133",1261," Siphoviridae sp. ctl2H33 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|56694874|ref|YP_164384.1| repressor [Bacillus phage BCJA1c] 39.683 "," no blastn"
"2397","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA340_vs1 ","NODE_5_length_26827_cov_11_635402_S003-99",26827," Siphoviridae sp. ctPvr340 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|526178034|ref|YP_008241860.1| phage integrase family protein [Cellulophaga phage phi46:1] 31.250 "," no blastn"
"2398","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA341_vs1 ","NODE_27_length_15721_cov_220_700396_S003-99",15721," Siphoviridae sp. cti2L341 "," linear ",6," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Minunavirus; Microbacterium virus Min1 gi|149882818|ref|YP_001294797.1| probable terminase [Microbacterium phage Min1] 41.602 "," no blastn"
"2399","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA342_vs1 ","NODE_48_length_12080_cov_13_581188_S003-99",12080," metagenomic plasmid sp. ctop6342 "," linear ",2," Prodigal (meta) "," cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium; Sinorhizobium fredii group; Sinorhizobium fredii gi|227819161|ref|YP_002823132.1|precited lipid A export ATP binding/permease MsbA (plasmid) [Sinorhizobium fredii NGR234] 37.251 "," no blastn"
"2400","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA343_vs1 ","NODE_53_length_11562_cov_9_888550_S003-99",11562," Unclassified virus sp. ctXVA343 "," linear ",3," Prodigal (meta) "," unclassified virus "," no blastn"
"2401","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA344_vs1 ","NODE_78_length_9937_cov_18_247870_S003-99",9937," Siphoviridae sp. ctA1T344 "," linear ",4," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|397912648|ref|YP_006546312.1| protein of unknown function DUF927 [Thermoanaerobacterium phage THSA 485A] 35.048 "," no blastn"
"2402","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA345_vs1 ","NODE_94_length_9318_cov_9_980413_S003-99",9318," Myoviridae sp. ctyWN345 "," linear ",4," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|509142338|ref|YP_008061200.1| DnaE like DNA polymerase III alpha subunit [Rhodococcus phage E3] 27.553 "," no blastn"
"2403","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA346_vs1 ","NODE_107_length_8672_cov_9_988133_S003-99",8672," Myoviridae sp. ctWr6346 "," linear ",5," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Hapunavirus gi|126010917|ref|YP_001039818.1| putative phage related protein [Vibrio virus VP882] 30.620 "," no blastn"
"2404","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA347_vs1 ","NODE_109_length_8660_cov_9_667482_S003-99",8660," Siphoviridae sp. ctX6a347 "," linear ",6," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|126011107|ref|YP_001039932.1| putative phage related tail tape measure protein [Streptococcus phage phi3396] 36.284 "," no blastn"
"2405","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA348_vs1 ","NODE_119_length_8302_cov_8_103587_S003-99",8302," metagenomic plasmid sp. ctwT3348 "," linear ",0," Prodigal (meta) "," cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces lavendulae gi|690513989|ref|YP_009060702.1|NDP D glucose 3,4 dehydratase (plasmid) [Streptomyces aureofaciens] 51.708 "," no blastn"
"2406","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA349_vs1 ","NODE_157_length_7265_cov_8_936004_S003-99",7265," Siphoviridae sp. ctfoB349 "," linear ",5," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|418489900|ref|YP_007003633.1| phage terminase large subunit [Riemerella phage RAP44] 49.764 "," no blastn"
"2407","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA350_vs1 ","NODE_161_length_7219_cov_7_875805_S003-99",7219," Herelleviridae sp. cts5E350 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus BCP82 gi|849252934|ref|YP_009149565.1| putative tail fiber [Bacillus phage BCP8 2] 44.444 "," no blastn"
"2408","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA351_vs1 ","NODE_177_length_6863_cov_12_743148_S003-99",6863," Siphoviridae sp. ctdlK351 "," linear ",4," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|28876157|ref|NP_795384.1| Similar to E. coli DnaC protein [Streptococcus phage 315.1] 71.856 "," no blastn"
"2409","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA352_vs1 ","NODE_198_length_6383_cov_8_544244_S003-99",6383," Herelleviridae sp. ctUP3352 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Herelleviridae; Spounavirinae; unclassified Spounavirinae gi|418489609|ref|YP_007003424.1| DNA primase/helicase [Bacillus phage SP 10] 25.468 "," no blastn"
"2410","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA353_vs1 ","NODE_231_length_5789_cov_15_372549_S003-99",5789," Siphoviridae sp. ct5Ug353 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|1102620754|ref|YP_009324885.1| amidase_2 domain protein [Streptococcus phage phiARI0462] 86.164 "," no blastn"
"2411","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA354_vs1 ","NODE_235_length_5745_cov_9_011644_S003-99",5745," Unclassified virus sp. ct3zs354 "," linear ",2," Prodigal (meta) "," unclassified virus "," no blastn"
"2412","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA355_vs1 ","NODE_256_length_5441_cov_6_084825_S003-99",5441," metagenomic plasmid sp. ctImJ355 "," linear ",2," Prodigal (meta) "," cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus thuringiensis gi|161598603|ref|YP_001573818.1|small DNA binding protein (plasmid) [Bacillus thuringiensis serovar israelensis] 35.294 "," no blastn"
"2413","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA356_vs1 ","NODE_282_length_5054_cov_6_298573_S003-99",5054," Myoviridae sp. ctPyu356 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|971821402|ref|YP_009216662.1| DNA polymerase I (endogenous virus) [Clostridium phage phiCT453A] 50.530 "," no blastn"
"2414","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA357_vs1 ","NODE_349_length_4360_cov_7_156899_S003-99",4360," Siphoviridae sp. ct56e357 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|148747729|ref|YP_001285808.1| putative terminase large subunit [Geobacillus virus E2] 28.689 "," no blastn"
"2415","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA358_vs1 ","NODE_385_length_4057_cov_9_803266_S003-99",4057," Podoviridae sp. ctwX9358 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; unclassified Podoviridae gi|526176934|ref|YP_008240791.1| DNA replication protein [Cellulophaga phage phi19:3] 24.074 "," no blastn"
"2416","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA359_vs1 ","NODE_447_length_3577_cov_5_837143_S003-99",3577," Myoviridae sp. ctbJk359 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|39653686|ref|NP_945251.1| DnaC protein [Streptococcus phage EJ 1] 31.579 "," no blastn"
"2417","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA35_vs1 ","NODE_3_length_13295_cov_32_336133_S003-13",13295," Myoviridae sp. ctn3335 "," linear ",14," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; unclassified Peduovirus gi|744692723|ref|YP_009113066.1| PBSX family portal protein [Enterobacteria phage P88] 100.000 "," no blastn"
"2418","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA360_vs1 ","NODE_660_length_2562_cov_4_664789_S003-99",2562," Siphoviridae sp. ctc1R360 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|13095892|ref|NP_076801.1| integrase [Lactococcus phage bIL312] 51.579 "," no blastn"
"2419","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA361_vs1 ","NODE_704_length_2371_cov_17_655187_S003-99",2371," Siphoviridae sp. ctdAr361 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|374671620|ref|YP_005102485.1| putative phage tail fibre protein [Bacteroides phage B124 14] 57.724 "," no blastn"
"2420","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA362_vs1 ","NODE_810_length_2050_cov_4_046123_S003-99",2050," Siphoviridae sp. ctMJf362 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|418489385|ref|YP_007003202.1| bacteriophage terminase large subunit [Lactobacillus phage LF1] 29.876 "," no blastn"
"2421","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA363_vs1 ","NODE_955_length_1704_cov_4_143208_S003-99",1704," Podoviridae sp. ctHck363 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; unclassified Podoviridae gi|526244963|ref|YP_008320290.1| putative tail fiber protein [Puniceispirillum phage HMO 2011] 25.581 "," no blastn"
"2422","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA364_vs1 ","NODE_1172_length_1312_cov_15_644534_S003-99",1312," Siphoviridae sp. ct7MX364 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|849256088|ref|YP_009153024.1| site specific recombinase [Streptococcus phage SpSL1] 45.355 "," no blastn"
"2423","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA366_vs1 ","NODE_2_length_38155_cov_325_297652_S004-106",38155," Siphoviridae sp. cttxI366 "," linear ",21," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971747630|ref|YP_009201495.1| terminase [Lactobacillus phage iA2] 51.892 "," no blastn"
"2424","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA367_vs1 ","NODE_7_length_20235_cov_88_194414_S004-106",20235," Siphoviridae sp. ctkaB367 "," linear ",10," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Timquatrovirus; unclassified Timquatrovirus gi|588498143|ref|YP_009002658.1| terminase large subunit [Mycobacterium phage Validus] 44.516 "," no blastn"
"2425","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA368_vs1 ","NODE_13_length_15204_cov_193_128842_S004-106",15204," Siphoviridae sp. ctsuK368 "," linear ",10," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|1070639662|ref|YP_009304030.1| terminase large subunit [Brucella phage BiPBO1] 35.688 "," no blastn"
"2426","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA369_vs1 ","NODE_24_length_6706_cov_25_779303_S004-106",6706," Siphoviridae sp. ctnSl369 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971760514|ref|YP_009213789.1| integrase [Mannheimia phage vB_MhS_1152AP2] 63.450 "," no blastn"
"2427","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA36_vs1 ","NODE_4_length_12339_cov_54_233567_S003-13",12339," Myoviridae sp. ctWeQ36 "," linear ",7," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; unclassified Peduovirus gi|744692751|ref|YP_009113094.1| gene D protein [Enterobacteria phage P88] 98.374 "," no blastn"
"2428","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA370_vs1 ","NODE_34_length_4469_cov_9_521175_S004-106",4469," Siphoviridae sp. ct5a3370 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Unahavirus; Flavobacterium virus 1H gi|1102618124|ref|YP_009321865.1| hypothetical protein [Flavobacterium phage 1H] 42.662 "," no blastn"
"2429","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA372_vs1 ","NODE_15_length_1658_cov_6_764706_S004-107",1658," CrAss-like virus sp. ctdh0372 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; unclassified Podoviridae; crAss-like viruses; environmental samples gi|674660388|ref|YP_009052544.1| putative tail protein, similar to UGP_073 [uncultured crAssphage] 39.437 "," no blastn"
"2430","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA373_vs1 ","NODE_16_length_1507_cov_3_320280_S004-107",1507," Myoviridae sp. ctQHw373 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Radnorvirus; Arthrobacter virus ArV1 gi|764161628|ref|YP_009126060.1| lysin [Arthrobacter phage vB_ArtM ArV1] 38.323 "," no blastn"
"2431","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA375_vs1 ","NODE_3_length_44515_cov_29_531752_S004-114",44515," Siphoviridae sp. ct6sP375 "," linear ",22," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|148609384|ref|YP_001272515.1| putative large terminase subunit [Enterobacteria phage cdtI] 73.692 "," no blastn"
"2432","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA376_vs1 ","NODE_4_length_40047_cov_81_853840_S004-114",40047," Siphoviridae sp. ct0Qu376 "," linear ",16," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|1068331870|ref|YP_009277305.1| terminase large subunit (endogenous virus) [Clostridium phage phiCT19406A] 53.171 "," no blastn"
"2433","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA377_vs1 ","NODE_7_length_26262_cov_20_605117_S004-114",26262," Podoviridae sp. ct23d377 "," linear ",6," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Rauchvirus gi|48697193|ref|YP_024923.1| putative TerL [Burkholderia virus BcepC6B] 28.785 "," no blastn"
"2434","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA378_vs1 ","NODE_8_length_24970_cov_30_006950_S004-114",24970," Myoviridae sp. ct4Bu378 "," linear ",15," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|23505447|ref|NP_700375.1| Terminase large subunit [Salmonella phage ST64B] 69.691 "," no blastn"
"2435","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA379_vs1 ","NODE_9_length_24657_cov_24_267046_S004-114",24657," Siphoviridae sp. ctuZS379 "," linear ",17," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971820046|ref|YP_009208355.1| Terminase large subunit [Clostridium phage phiCD111] 35.385 "," no blastn"
"2436","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA37_vs1 ","NODE_11_length_6163_cov_736_087249_S003-13",6163," Siphoviridae sp. ctlUQ37 "," linear ",5," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Phietavirus gi|119967883|ref|YP_950713.1| putative helicase [Staphylococcus virus PH15] 100.000 "," no blastn"
"2437","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA380_vs1 ","NODE_11_length_20463_cov_75_513048_S004-114",20463," Siphoviridae sp. ctYtv380 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|229605025|ref|YP_002875724.1| hypothetical protein P087_gp56 [Lactococcus phage P087] 25.926 "," no blastn"
"2438","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA381_vs1 ","NODE_12_length_19293_cov_52_716434_S004-114",19293," Podoviridae sp. ctDkF381 "," linear ",9," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Picovirinae; Cepunavirus; Streptococcus virus Cp1 gi|9629529|ref|NP_044817.1| DNA polymerase [Streptococcus phage Cp 1] 95.775 "," no blastn"
"2439","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA382_vs1 ","NODE_13_length_18546_cov_26_231307_S004-114",18546," Podoviridae sp. ctlr7382 "," linear ",4," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Kochitakasuvirus; Pseudomonas virus KPP25 gi|639163126|ref|YP_009030597.1| putative DNA polymerase [Pseudomonas phage KPP25] 31.091 "," no blastn"
"2440","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA383_vs1 ","NODE_17_length_16790_cov_31_866930_S004-114",16790," Podoviridae sp. ctDKO383 "," linear ",6," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Picovirinae; unclassified Picovirinae gi|966201259|ref|YP_009191336.1| negative regulator of beta lactamase expression [Enterococcus phage vB_EfaP_IME195] 60.448 "," no blastn"
"2441","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA384_vs1 ","NODE_18_length_15963_cov_10_277414_S004-114",15963," Podoviridae sp. ct5R2384 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Lessievirus gi|38640373|ref|NP_944296.1| virion associated phage protein [Burkholderia virus Bcep22] 26.707 "," no blastn"
"2442","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA385_vs1 ","NODE_22_length_14729_cov_51_143120_S004-114",14729," Podoviridae sp. ctf2r385 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Picovirinae; Cepunavirus; Streptococcus virus Cp1 gi|9629544|ref|NP_044832.1| hypothetical protein Cp 1p20 [Streptococcus phage Cp 1] 48.837 "," no blastn"
"2443","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA386_vs1 ","NODE_25_length_12880_cov_29_526283_S004-114",12880," Myoviridae sp. ctsoQ386 "," linear ",7," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|273809587|ref|YP_003344825.1| possible bacteriophage replication protein P [Aggregatibacter phage S1249] 37.879 "," no blastn"
"2444","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA387_vs1 ","NODE_30_length_10426_cov_19_346893_S004-114",10426," Siphoviridae sp. cthjf387 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Mapvirus; Mycobacterium virus Ff47 gi|479336621|ref|YP_007869969.1| DNA polymerase I [Mycobacterium phage vB_MapS_FF47] 31.291 "," no blastn"
"2445","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA388_vs1 ","NODE_35_length_8503_cov_9_189888_S004-114",8503," Podoviridae sp. cttlh388 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Lessievirus gi|431809902|ref|YP_007236791.1| Terminase large subunit [Burkholderia virus Bcepmigl] 27.526 "," no blastn"
"2446","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA389_vs1 ","NODE_56_length_4588_cov_5_552427_S004-114",4588," Myoviridae sp. ctJKI389 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|422936661|ref|YP_007006930.1| putative methylase [Pectobacterium phage ZF40] 45.777 "," no blastn"
"2447","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA38_vs1 ","NODE_19_length_4032_cov_6_647282_S003-13",4032," Myoviridae sp. ct4ak38 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Peduovirinae; Hpunavirus gi|9628606|ref|NP_043471.1| CI repressor [Haemophilus virus HP1] 91.005 "," no blastn"
"2448","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA390_vs1 ","NODE_60_length_4245_cov_5_891795_S004-114",4245," Microviridae sp. ctGit390 "," linear ",4," Prodigal (meta) "," Viruses; Microviridae; Gokushovirinae; unclassified Gokushovirinae gi|906476278|ref|YP_009160333.1| replication protein VP4 [Gokushovirinae Bog1183_53] 45.935 "," no blastn"
"2449","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA391_vs1 ","NODE_62_length_4144_cov_56_604377_S004-114",4144," Siphoviridae sp. ctaYV391 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus gi|526244546|ref|YP_008318171.1| hypothetical protein jm3_0021 [Lactococcus phage jm3] 44.583 "," no blastn"
"2450","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA392_vs1 ","NODE_63_length_4123_cov_11_579338_S004-114",4123," Myoviridae sp. cte1d392 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus gi|209901280|ref|YP_002290919.1| hypothetical protein phiCD27_gp43 [Clostridium virus phiCD27] 53.947 "," no blastn"
"2451","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA393_vs1 ","NODE_110_length_2524_cov_4_112791_S004-114",2524," Siphoviridae sp. ctelw393 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971821520|ref|YP_009218040.1| hypothetical protein phiCT19406C_11 (endogenous virus) [Clostridium phage phiCT19406C] 39.850 "," no blastn"
"2452","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA394_vs1 ","NODE_154_length_1880_cov_4_502496_S004-114",1880," Siphoviridae sp. ctc1n394 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|190151450|ref|YP_001974361.1| putative minor capsid protein [Streptococcus phage PH15] 51.042 "," no blastn"
"2453","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA395_vs1 ","NODE_174_length_1682_cov_10_906542_S004-114",1682," Siphoviridae sp. ctoCP395 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Spbetavirus gi|9630225|ref|NP_046652.1| putative antirepressor [Bacillus virus SPbeta] 63.000 "," no blastn"
"2454","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA396_vs1 ","NODE_184_length_1600_cov_5_118188_S004-114",1600," Siphoviridae sp. ctcSL396 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|966199032|ref|YP_009188860.1| lysin [Enterococcus phage vB_EfaS_IME197] 71.849 "," no blastn"
"2455","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA397_vs1 ","NODE_4_length_24357_cov_50_733855_S004-116",24357," Siphoviridae sp. ct34J397 "," linear ",11," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Skunavirus gi|194097523|ref|YP_002003990.1| putative phage terminase large subunit [Lactococcus virus Bibb29] 48.346 "," no blastn"
"2456","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA398_vs1 ","NODE_20_length_10717_cov_14_791259_S004-116",10717," Siphoviridae sp. cthqb398 "," linear ",6," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971820158|ref|YP_009214131.1| Minor capsid protein [Clostridium phage phiCD146] 46.575 "," no blastn"
