"","product","Freq","CAT"
"1276","Pyrimidine dimer DNA glycosylase",1,"Entry_Escape"
"1277","Pyridoxamine 5'-phosphate oxidase",1,"0"
"1278","Putative zinc- or iron-chelating domain",1,"0"
"1279","Putative vitamin uptake transporter",1,"0"
"1280","putative trifunctional 2-polyprenylphenol hydroxylase/glutamate synthase subunit beta/ferritin domain-containing",1,"0"
"1281","Putative transmembrane protein (Alph_Pro_TM)",1,"0"
"1282","Putative transcription factor-turn-helix, DNA binding protein, TRANSCRIPTION.95A",1,"Replication_general"
"1283","Putative TetR-family transcriptional regulator, TetR, Bordetella parapertussis 12822.01A",1,"Transcription_regulation"
"1284","Putative terminase, small subunit",1,"Assembly"
"1285","Putative tail length tape measure protein",1,"Structural"
"1286","putative structural protein",1,"Structural"
"1287","Putative single stranded DNA binding protein",1,"Replication_general"
"1288","Putative septation protein spoVG.1, SpoVG, Staphylococcus epidermidis ATCC EDO.8A",1,"0"
"1289","Putative replisome organiser protein",1,"Replication_general"
"1290","putative regulatory protein, FmdB family",1,"0"
"1291","Putative primosome component and related proteins",1,"0"
"1292","Putative phage XkdM-like protein Tube, Structural protein.5A",1,"Structural"
"1293","Putative phage structural protein",1,"Structural"
"1294","Putative phage serine protease XkdF",1,"0"
"1295","Putative peptidoglycan binding domain",1,"0"
"1296","Putative peptidase protease, enzyme, cleavage, HYDROLASE.48A",1,"Entry_Escape"
"1297","Putative PadR-family transcriptional regulatory protein fragilis, transcription factor, PadR PO4, GLC.5A",1,"Transcription_regulation"
"1298","Putative oxidoreductase, Structural Genomics, Seattle Structural",1,"0"
"1299","Putative modification methylase METHYLASE, METHYLTRANSFERASE, S-ADENOSYLMETHIONINE, THERMUS.1A",1,"Take-over"
"1300","Putative member of DUF3244 protein-like beta-sandwich, Structural Genomics, Joint.4A",1,"Unknown/Hypothetical"
"1301","Putative helicase",1,"Replication_general"
"1302","Putative head-tail adaptor Genomics, PSI-2, Protein Structure",1,"Structural"
"1303","Putative endo-beta-N-acetylglucosaminidase surface protein, STRUCTURAL PROTEIN",1,"Structural"
"1304","Putative DNA repair helicase RadD repair protein, HYDROLASE.8A",1,"Replication_repairanrecombination"
"1305","Putative capsid protein",1,"Structural"
"1306","Putative beta-lactamase-inhibitor-like, PepSY-like",1,"0"
"1307","Putative ATPase subunit of terminase (gpP like)",1,"Assembly"
"1308","Putative apramycin biosynthetic oxidoreductase 4 SAM, FeS-cluster containing enzyme SF4, 5AD, D5E, MET.55A",1,"0"
"1309","putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE, clostridial",1,"0"
"1310","Putative 3TM holin, Phage_holin_3",1,"Entry_Escape"
"1311","PTS system glucitol/sorbitol-specific IIA component",1,"0"
"1312","PTS HPr component phosphorylation site",1,"0"
"1313","PsaA",1,"0"
"1314","PROTEIN/RNA Complex ribosome, methicillin resistant, linezolid MG.6A",1,"0"
"1315","PROTEIN/DNA Complex, repressor, allostery, cooperativity, DNA.909A",1,"Transcription_regulation_indicationlysogeny"
"1316","PROTEIN/DNA Complex catalytic motif, Helix-turn-helix DNA EDO.92A",1,"Transcription_regulation"
"1317","Protein-export protein secB, Preprotein translocase BINDING MOTIF, PROTEIN-PROTEIN COMPLEX.8A",1,"0"
"1318","Protein TM_1862-beta protein, Structural Genomics, PSI-2 CXS.0A",1,"0"
"1319","PROTEIN QUAKING-A, HAIRPIN, QKI, STAR PROTEIN",1,"0"
"1320","Protein of unknown function (DUF968)",1,"Unknown/Hypothetical"
"1321","Protein of unknown function (DUF826)",1,"Unknown/Hypothetical"
"1322","Protein of unknown function (DUF733)",1,"Unknown/Hypothetical"
"1323","Protein of unknown function (DUF550)",1,"Unknown/Hypothetical"
"1324","Protein of unknown function (DUF433)",1,"Unknown/Hypothetical"
"1325","Protein of unknown function (DUF4051)",1,"Unknown/Hypothetical"
"1326","Protein of unknown function (DUF3937)",1,"Unknown/Hypothetical"
"1327","Protein of unknown function (DUF3920)",1,"Unknown/Hypothetical"
"1328","Protein of unknown function (DUF3892)",1,"Unknown/Hypothetical"
"1329","Protein of unknown function (DUF3638)",1,"Unknown/Hypothetical"
"1330","Protein of unknown function (DUF3622)",1,"Unknown/Hypothetical"
"1331","Protein of unknown function (DUF3572)",1,"Unknown/Hypothetical"
"1332","Protein of unknown function (DUF3489)",1,"Unknown/Hypothetical"
"1333","Protein of unknown function (DUF3486)",1,"Unknown/Hypothetical"
"1334","Protein of unknown function (DUF3307)",1,"Unknown/Hypothetical"
"1335","Protein of unknown function (DUF3263)",1,"Unknown/Hypothetical"
"1336","Protein of unknown function (DUF3109)",1,"Unknown/Hypothetical"
"1337","Protein of unknown function (DUF3107)",1,"Unknown/Hypothetical"
"1338","Protein of unknown function (DUF3072)",1,"Unknown/Hypothetical"
"1339","Protein of unknown function (DUF3007)",1,"Unknown/Hypothetical"
"1340","Protein of unknown function (DUF2793)",1,"Unknown/Hypothetical"
"1341","Protein of unknown function (DUF2778)",1,"Unknown/Hypothetical"
"1342","Protein of unknown function (DUF2732)",1,"Unknown/Hypothetical"
"1343","Protein of unknown function (DUF2724)",1,"Unknown/Hypothetical"
"1344","Protein of unknown function (DUF2688)",1,"Unknown/Hypothetical"
"1345","Protein of unknown function (DUF2642)",1,"Unknown/Hypothetical"
"1346","Protein of unknown function (DUF2639)",1,"Unknown/Hypothetical"
"1347","Protein of unknown function (DUF2624)",1,"Unknown/Hypothetical"
"1348","Protein of unknown function (DUF2591)",1,"Unknown/Hypothetical"
"1349","Protein of unknown function (DUF2560)",1,"Unknown/Hypothetical"
"1350","Protein of unknown function (DUF2556)",1,"Unknown/Hypothetical"
"1351","Protein of unknown function (DUF2497)",1,"Unknown/Hypothetical"
"1352","Protein of unknown function (DUF2442)",1,"Unknown/Hypothetical"
"1353","Protein of unknown function (DUF2089)",1,"Unknown/Hypothetical"
"1354","Protein of unknown function (DUF1697)",1,"Unknown/Hypothetical"
"1355","Protein of unknown function (DUF1664)",1,"Unknown/Hypothetical"
"1356","Protein of unknown function (DUF1654)",1,"Unknown/Hypothetical"
"1357","Protein of unknown function (DUF1640)",1,"Unknown/Hypothetical"
"1358","Protein of unknown function (DUF1570)",1,"Unknown/Hypothetical"
"1359","Protein of unknown function (DUF1497)",1,"Unknown/Hypothetical"
"1360","Protein of unknown function (DUF1482)",1,"Unknown/Hypothetical"
"1361","Protein of unknown function (DUF1449)",1,"Unknown/Hypothetical"
"1362","Protein of unknown function (DUF1378)",1,"Unknown/Hypothetical"
"1363","Protein of unknown function (DUF1376)",1,"Unknown/Hypothetical"
"1364","Protein of unknown function (DUF1360)",1,"Unknown/Hypothetical"
"1365","Protein of unknown function (DUF1344)",1,"Unknown/Hypothetical"
"1366","Protein of unknown function (DUF1327)",1,"Unknown/Hypothetical"
"1367","Protein of unknown function (DUF1326)",1,"Unknown/Hypothetical"
"1368","Protein of unknown function (DUF1315)",1,"Unknown/Hypothetical"
"1369","Protein of unknown function (DUF1265)",1,"Unknown/Hypothetical"
"1370","Protein of unknown function (DUF1262)",1,"Unknown/Hypothetical"
"1371","Protein of unknown function (DUF1256)",1,"Unknown/Hypothetical"
"1372","Protein of unknown function (DUF1192)",1,"Unknown/Hypothetical"
"1373","Protein of unknown function (DUF1181)",1,"Unknown/Hypothetical"
"1374","Protein of unknown function (DUF1146)",1,"Unknown/Hypothetical"
"1375","Protein melan-A",1,"0"
"1376","Protein gp18.1, prophage tail protein gp18.7A",1,"Structural"
"1377","Proteasome subunit, ANCESTRAL, PROTEASOME, BETA-SUBUNIT, 20S SO4, EDO, PEG, CL.501A",1,"0"
"1378","Proteasome subunit beta type-9",1,"0"
"1379","Proteasome assembly chaperone 4",1,"Assembly"
"1380","ProQ/FINO family",1,"0"
"1381","prophage protein NinE; Provisional.Length=56",1,"0"
"1382","Prophage protein (DUF1660)",1,"Unknown/Hypothetical"
"1383","Prophage Lp1 protein 11 Lp1 protein 11, structural.0A",1,"0"
"1384","Prophage endopeptidase tail",1,"Entry_Escape"
"1385","Proline dehydrogenase, Proline, Utilization, DNA, DNA",1,"0"
"1386","Probable tRNA pseudouridine synthase B-Protein complex, Box H/ACA, snoRNP.95A",1,"0"
"1387","Probable mRNA interferase toxin HicA-antitoxin, TA, protein complex, DNA-binding MSE, SO4.28A",1,"Other_toxin"
"1388","Probable dual-specificity RNA methyltransferase RlmN SAM, rRNA, methyltransferase, antibiotic SMC, SF4, SAH.42A",1,"Take-over"
"1389","PROBABLE CHROMOSOME PARTITIONING PROTEIN PARB",1,"Replication_repairanrecombination_indicationlysogeny"
"1390","Probable bacteriophage protein, tail fiber, fiber, phage.58A",1,"Structural"
"1391","Probable acetyltransferase Genomics, PSI-Biology, Protein Structure EDO, COA.9A",1,"0"
"1392","Preneck appendage protein barrel, VIRAL PROTEIN.8A",1,"Structural"
"1393","Predicted Zn peptidase",1,"Entry_Escape"
"1394","Predicted transcription regulator containing HTH domain",1,"Transcription_regulation"
"1395","Predicted SAM-dependent methyltransferases",1,"Take-over"
"1396","Predicted phosphohydrolase (DHH superfamily)",1,"0"
"1397","Predicted membrane protein (DUF2157)",1,"Unknown/Hypothetical"
"1398","Predicted membrane protein (DUF2085)",1,"Unknown/Hypothetical"
"1399","Predicted membrane protein",1,"0"
"1400","Predicted Fe-S oxidoreductases",1,"0"
"1401","Predicted exonuclease of the beta-lactamase fold involved in RNA processing",1,"Replication_general"
"1402","Predicted DNA-binding proteins",1,"0"
"1403","Predicted AdoMet-dependent methyltransferase",1,"Take-over"
"1404","Pre-mRNA-splicing factor CEF1, DNA binding domain, Myb.402A",1,"0"
"1405","PPR repeat family",1,"0"
"1406","Poxvirus A22 protein",1,"0"
"1407","positive control sigma-like factor; Validated.Length=170",1,"0"
"1408","Portal protein, portal protein, bacteriophage, transport.9A",1,"Structural"
"1409","PORTAL PROTEIN, 15 PROTEIN, HEAD PROTEIN, TAILED BACTERIOPHAGE, SIPHOVIRIDAE.6A",1,"Structural"
"1410","Polyphosphate kinase N-terminal domain",1,"0"
"1411","PolY_Pol_V_umuC",1,"0"
"1412","pNOB8_ParB_N_like",1,"Replication_repairanrecombination_indicationlysogeny"
"1413","PNMA",1,"0"
"1414","PlyCA, PlyCB, bacteriophage, Antimicrobial protein, viral.3A",1,"0"
"1415","PLxRFG domain-containing protein",1,"0"
"1416","PLPDE_III_AR_like_1",1,"0"
"1417","Pli0006 protein Genomics, PSI-2, Protein Structure.898A",1,"0"
"1418","PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE IB ALPHA-ACTIVATING FACTOR ACETYLHYDROLASE, MITOSIS, NEUROGENESIS SO4.75A",1,"0"
"1419","Plasmid recombination enzyme-DNA complex, Pfam Family Mob_Pre.2A",1,"0"
"1420","Plasmid protein of unknown function (Plasmid_RAQPRD)",1,"0"
"1421","Pilus assembly protein, PilO",1,"Assembly"
"1422","PI-PLCc_bacteria_like",1,"0"
"1423","Photosystem II 22 kDa protein helices, photo protection, pigment CLA, BNG.35A",1,"0"
"1424","Photosynthetic reaction center cytochrome c-RC, photosynthesis, purple bacteria BPH, LDA, CDL, LMT, BCL, GOL, MQ8, SO4, CRT, PGV, UQ8, UNL, PEF, CA, HEC.9A",1,"0"
"1425","Phosphohydrolase",1,"0"
"1426","Phosphoglycolate phosphatase",1,"0"
"1427","Phosphinothricin N-acetyltransferase-acetyltransferase, Pseudomonas putida, TRANSFERASE BLJ.19A",1,"Other"
"1428","PHD_PHF21A finger found in PHD finger protein 21A (PHF21A)",1,"0"
"1429","phage/conjugal plasmid C-4 type zinc finger protein, TraR family",1,"0"
"1430","Phage-related protein",1,"0"
"1431","Phage-like element PBSX protein XtrA",1,"0"
"1432","Phage-like element PBSX protein xkdM, P54332, Structural Genomics, PSI.0A",1,"0"
"1433","phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease3",1,"Replication_general"
"1434","phage-associated protein, BcepMu gp16 family",1,"0"
"1435","Phage virion morphogenesis protein",1,"0"
"1436","phage terminase, small subunit, putative, P27 family",1,"Assembly"
"1437","Phage tail tube protein, TTP",1,"Structural"
"1438","Phage tail length tape measure protein",1,"Structural"
"1439","phage tail assembly protein T",1,"Assembly"
"1440","Phage Single-stranded DNA-binding protein",1,"0"
"1441","phage putative head morphogenesis protein, SPP1 gp7 family",1,"Structural"
"1442","Phage protein U",1,"0"
"1443","phage prohead protease",1,"Structural"
"1444","phage portal protein",1,"Structural"
"1445","Phage P2 GpE",1,"0"
"1446","phage minor structural protein, N-terminal region",1,"Structural"
"1447","Phage integrase family protein",1,"Replication_indicationlysogeny"
"1448","Phage head-tail joining protein",1,"Structural"
"1449","Phage derived protein Gp49-like (DUF891)",1,"Unknown/Hypothetical"
"1450","PglD N-terminal domain",1,"0"
"1451","PET assembly of cytochrome c oxidase, mitochondrial",1,"Assembly"
"1452","Peroxisomal membrane protein (Pex16)",1,"0"
"1453","Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family",1,"0"
"1454","PEPTIDOGLYCAN-RECOGNITION PROTEIN LF SYSTEM, DROSOPHILA, INNATE IMMUNITY PG4, PEG.94A",1,"0"
"1455","Peptidoglycan recognition protein SA CG11709-PA beta-sheet, pi-helix (one turn) PO4.2A",1,"0"
"1456","Peptidase_G2",1,"Entry_Escape"
"1457","Penicillin-binding protein-related factor A, putative recombinase",1,"Replication_repairanrecombination"
"1458","Pectate lyase superfamily protein",1,"0"
"1459","PDDEXK-like domain of unknown function (DUF3799)",1,"Unknown/Hypothetical"
"1460","PcfJ-like protein",1,"Other"
"1461","PBCV-1 capsid-measure protein, minor capsid proteins.5A",1,"Structural"
"1462","pB1 bond, Pereskia bleo, Cystein-rich PCA",1,"0"
"1463","ParG",1,"0"
"1464","ParB_N_like_MT N-terminal-like domain, some attached to C-terminal S-adenosylmethionine-dependent methyltransferase domain",1,"Replication_repairanrecombination_indicationlysogeny"
"1465","Paratox, natural competence, Streptococcus, protein MSE.559A",1,"0"
"1466","PalH/RIM21",1,"0"
"1467","P63C domain",1,"0"
"1468","P60/P60, D, L-endopeptidase, LysM domain MSE.65A",1,"Entry_Escape"
"1469","P22 coat protein",1,"Structural"
"1470","outer membrane protein W; Provisional.Length=212",1,"0"
"1471","outer membrane porin protein C; Provisional.Length=355",1,"0"
"1472","outer membrane autotransporter barrel domain",1,"0"
"1473","Outer capsid protein sigma-1 attachment protein, reovirus sigma1.15A",1,"Structural"
"1474","Orf78 (ac78)",1,"0"
"1475","ORF68 receptor-binding protein, tower domain ACT.8A",1,"0"
"1476","Optineurin-finger, nemo, PROTEIN TRANSPORT ZN",1,"0"
"1477","Opioids neuropeptide",1,"0"
"1478","omega transcriptional repressor repressor, ribbon-helix-helix, GENE REGULATION.5A",1,"Transcription_regulation_indicationlysogeny"
"1479","NUDIX hydrolase genomics, APC7497, NUDIX hydrolase GOL, EDO.0A",1,"0"
"1480","Nucleotidyltransferase",1,"NucleotideMetabolism"
"1481","Nucleotide modification associated domain 4",1,"0"
"1482","Nucleoporin NUP82/Nucleoporin NUP116/NSP116/Nucleoporin NUP159 complex-propeller, nucleoporin, mRNA export, mRNP MSE, PGE.6A",1,"0"
"1483","Nucleoporin FG repeated region",1,"0"
"1484","Nucleoid-associated protein EspR HELICAL, HELIX-TURN-HELIX MOTIF, TRANSACTIONAL.3A",1,"Transcription_regulation"
"1485","Nucleocapsid protein Nombre Virus, Hantavirus, Bunyaviridae.15A",1,"Structural"
"1486","Nuclear abundant poly(A) RNA-bind protein 2 (Nab2)",1,"0"
"1487","NTP-PPase_u2 Triphosphate Pyrophosphohydrolase (EC 3.6.1.8) MazG-like domain found in a group of hypothetical proteins from bacteria and archaea",1,"Other"
"1488","NTP-PPase Triphosphate Pyrophosphohydrolase (EC 3.6.1.8) MazG-like domain superfamily",1,"0"
"1489","Nse4 C-terminal",1,"0"
"1490","NON-STRUCTURAL GLYCOPROTEIN NSP4, parallel coiled-coil, homo-tetramer, metal MSE.86A",1,"0"
"1491","Non-classical export protein 1",1,"0"
"1492","NOA36 protein",1,"0"
"1493","NMD3 family",1,"0"
"1494","Nitrile hydratase, alpha chain",1,"0"
"1495","NinF protein",1,"0"
"1496","NINE Protein",1,"0"
"1497","NinB recombination protein",1,"Replication_repairanrecombination"
"1498","Nin one binding (NOB1) Zn-ribbon like",1,"0"
"1499","NifQ",1,"0"
"1500","Next to BRCA1 gene 1 substructure of NBR1PB1, METAL.15A",1,"0"
"1501","NEUROTOXIN BONT/A, Synaptosomal-associated protein 25, botulism, exosites, toxin.1A",1,"Other_toxin"
"1502","Neuroparsin",1,"0"
"1503","Neuromedin U",1,"0"
"1504","NBS-LRR type protein, AVR1-CO39, resistance protein, rice AVR1-CO39.189A",1,"Other"
"1505","N-terminal phage replisome organiser (Phage_rep_org_N)",1,"Replication_general"
"1506","N-terminal domain of cytochrome oxidase-cbb3, FixP",1,"0"
"1507","N-myristoylated mouse mammary tumor virus matrix protein, N-myristoylation, VIRAL MYR.57A",1,"0"
"1508","N-ADA 10 (DNA METHYLPHOSPHOTRIESTER REPAIR REGULATION ZN",1,"Replication_repairanrecombination"
"1509","N-acylethanolamine-hydrolyzing acid amidase subunit alpha, lipase, HYDROLASE PG4, CL, P33, NAG, OCS.851A",1,"0"
"1510","N-acetyltransferase, DUF1778 domain-containing protein, antitoxin, acetyltransferase PGE.604A",1,"Other_toxin"
"1511","Myristoyl-CoAprotein N-myristoyltransferase, N-terminal domain",1,"0"
"1512","Mycobacterial 2 TMS Phage Holin (M2 Hol) Family",1,"Entry_Escape"
"1513","Myc target protein 1",1,"0"
"1514","Myb proto-oncogene protein, Crebbp protein",1,"0"
"1515","Mu-like prophage protein gp37",1,"0"
"1516","Mu-like prophage protein gp29",1,"0"
"1517","Mu-like prophage protein gp16",1,"0"
"1518","Mu-like prophage protein",1,"0"
"1519","Mu-like prophage host-nuclease inhibitor protein Gam",1,"Replication_general"
"1520","Mu-like prophage FluMu protein gp41",1,"0"
"1521","MTH538 TIR-like domain (DUF1863)",1,"Unknown/Hypothetical"
"1522","Mrr N-terminal domain",1,"0"
"1523","MqsA",1,"0"
"1524","MPP_DNA_pol_II_small_archeal_C DNA polymerase II, small subunit, C-terminal metallophosphatase domain",1,"Replication_general"
"1525","MPP_239FB",1,"0"
"1526","Monokaryotic chloroplast 1/DNA Complex junction resolvase-DNA complex, DNA 1PE.68A",1,"0"
"1527","Monokaryotic chloroplast 1 junction resolvase, DNA BINDING.86A",1,"0"
"1528","Monocytic leukemia zinc finger protein finger, acetyl transferase, DNA ZN",1,"0"
"1529","Modulator of drug activity B, menadione, DT-diaphorase, Montreal-Kingston Bacterial MSE.8A",1,"0"
"1530","MODIFICATION METHYLASE RSRI",1,"Take-over"
"1531","MNT REPRESSOR MUTANT WITH C-TERMINAL REGULATION",1,"Transcription_regulation_indicationlysogeny"
"1532","MKL/myocardin-like protein 1 Genomics, NORTHEAST STRUCTURAL GENOMICS",1,"0"
"1533","Mitoribosomal protein mL52",1,"0"
"1534","Mitomycin-Binding Protein/beta protein, Mitomycin C-binding protein BLM.4A",1,"0"
"1535","Mitochondrial genome maintenance exonuclease 1/DNA MGME1, DNA complex, DNA.702A",1,"Replication_general"
"1536","Mitochondrial complex I, 51 kDaubiquinone, oxidoreductase, complex I, mammalian CDL, NDP, PC1, ZMP, 3PE, SF4, FMN, PNS.9A",1,"0"
"1537","Minor curli fiber component A",1,"0"
"1538","Minichromosome maintenance protein MCM",1,"0"
"1539","Middle operon regulator, TRANSCRIPTION.2A",1,"Replication_general"
"1540","Microsomal signal peptidase 25 kDa subunit (SPC25)",1,"Entry_Escape"
"1541","MHC CLASS II TRANSCRIPTION FACTOR HELIX, MHC CLASS II.5A",1,"Replication_general"
"1542","Mga helix-turn-helix domain",1,"Transcription_regulation"
"1543","Methylase involved in ubiquinone/menaquinone biosynthesis",1,"Take-over"
"1544","Methylamine dehydrogenase heavy chain",1,"0"
"1545","Metal-dependent hydrolases of the beta-lactamase superfamily I",1,"0"
"1546","Metal binding domain of Ada",1,"0"
"1547","Metabotropic GABA-B receptor subtype 1 receptor, Drosophila, coiled-coil, SIGNALING",1,"0"
"1548","Membrane-anchored ion channel, Abi component",1,"0"
"1549","Membrane proteins related to metalloendopeptidases",1,"Entry_Escape"
"1550","Melanocortin-2 receptor accessory protein family",1,"0"
"1551","Meiotic chromosome segregation protein P8B7.28c zinc fingers, DNA BINDING ZN",1,"Replication_repairanrecombination"
"1552","Mediator complex subunit 29",1,"0"
"1553","Marek's disease glycoprotein A",1,"0"
"1554","manganese/iron ABC transporter ATP-binding protein",1,"0"
"1555","Maltodextrin-binding protein,Interferon regulatory factor 3 E6 protein, MAML1, LxxLL MTT.14A",1,"0"
"1556","Malonate decarboxylase delta subunit (MdcD)",1,"0"
"1557","Malarial early transcribed membrane protein (ETRAMP)",1,"0"
"1558","MAJOR OUTER MEMBRANE LIPOPROTEIN, PROTEIN FOLDING, COILED COIL.3A",1,"0"
"1559","major capsid protein, N4 gp56 family",1,"Structural"
"1560","Major Capsid Protein (P3), Minor, Tectiviridae, Membrane, double-barrel, helix.75A",1,"Structural"
"1561","Macro_Appr_pase",1,"0"
"1562","M23 peptidase domain protein membrane, HYDROLASE.41A",1,"Entry_Escape"
"1563","M20_18_42",1,"0"
"1564","M protein trans-acting positive regulator (MGA) HTH domain",1,"Transcription_regulation"
"1565","lysogenization K protein",1,"Replication_indicationlysogeny"
"1566","LYSK HYDROLASE, ENDOLYSIN",1,"Entry_Escape"
"1567","LuxR_C_like",1,"Transcription_regulation"
"1568","LUC7 N_terminus",1,"0"
"1569","LT_MltC_MltE",1,"0"
"1570","LSm12_N-Sm protein 12, N-terminal domain",1,"0"
"1571","Lsm interaction motif",1,"0"
"1572","Long tail fiber proximal subunit",1,"Structural"
"1573","LONG TAIL FIBER PROTEIN P37 PROTEIN, FIBER PROTEIN.2A",1,"Structural"
"1574","Lmo2241 protein Genomics, PSI-Biology, Midwest Center GOL, SO4.905A",1,"0"
"1575","Lmo1068 protein genomics, The Center for MLT.32A",1,"0"
"1576","Lmo0740 protein Genomics, PSI-Biology, Midwest Center.21A",1,"0"
"1577","Lmo0325 protein Genomics, PSI-Biology, Midwest Center TLA, SUC.09A",1,"0"
"1578","Listeria-Bacteroides repeat domain (List_Bact_rpt)",1,"0"
"1579","Lipopolysaccharide assembly protein A domain",1,"Assembly"
"1580","Lin1832 protein.2, lin1832, Listeria innocua, structural MSE, SO4.3A",1,"0"
"1581","LexA-binding, inner membrane-associated putative hydrolase",1,"Transcription_regulation_indicationlysogeny"
"1582","LexA DNA binding domain",1,"Transcription_regulation_indicationlysogeny"
"1583","Leucophaea maderae tachykinin-related peptide",1,"0"
"1584","Leucine-rich repeat",1,"0"
"1585","LemA family",1,"0"
"1586","LEM_like-like domain of lamina-associated polypeptide 2 (LAP2) and similar proteins",1,"0"
"1587","Lecithin retinol acyltransferase",1,"0"
"1588","LD-carboxypeptidase N-terminal domain",1,"Entry_Escape"
"1589","Large subunit terminase terminase, VIRAL PROTEIN.2A",1,"Assembly"
"1590","Large polyvalent protein-associated domain 3",1,"0"
"1591","Lambda Phage CIII",1,"0"
"1592","L-lysine 6-monooxygenase (NADPH-requiring)",1,"Entry_Escape"
"1593","KU_like",1,"0"
"1594","KOW_GPKOW_A motif of the 'G-patch domain and KOW motifs-containing protein' (GPKOW) repeat A",1,"0"
"1595","Kinetochore protein SPC24, Kinetochore protein cycle, kinetochore, complex, chromosome.752A",1,"0"
"1596","KINETOCHORE PROTEIN HEC1, KINETOCHORE PROTEIN, CENTROMERE, CELL CYCLE, MICROTUBULE GOL, IPH.88A",1,"0"
"1597","Kinase-associated protein B genomics, kinase-associated protein B MSE.95A",1,"0"
"1598","Keratin, type II cytoskeletal 1 filament, cytoskeleton, skin, coiled-coil BOG, GOL.069A",1,"0"
"1599","ISXO2-like transposase domain",1,"Replication_repairanrecombination"
"1600","isocitrate dehydrogenase; Reviewed.Length=409",1,"0"
"1601","IS629 orfA, all alpha, UNKNOWN FUNCTION",1,"0"
"1602","Ion channel",1,"0"
"1603","INTRON-ENCODED HOMING ENDONUCLEASE I-PPOI",1,"Replication_repairanrecombination"
"1604","intron-associated endonuclease 1",1,"Replication_general"
"1605","Intracellular sensor of Lambda phage, Abi component",1,"0"
"1606","INTIMIN, TRANSLOCATED INTIMIN RECEPTOR-like fold, C-type lectin-like fold.9A",1,"0"
"1607","Internal virion protein D",1,"Entry_Escape"
"1608","internal virion protein C.Length=746",1,"Entry_Escape"
"1609","Intermediate conductance calcium-activated potassium channel-helix bundle, copper, MEMBRANE PROTEIN MSE.75013644453A",1,"0"
"1610","Integrase stranded beta-sheet, DNA BINDING.3A",1,"Replication_indicationlysogeny"
"1611","Integrase site specific",1,"Replication_indicationlysogeny"
"1612","INT_Lambda_C",1,"0"
"1613","Insulin receptor",1,"0"
"1614","inositol-1-monophosphatase",1,"0"
"1615","Inositol 1,3,4-trisphosphate 5/6-kinase pre-ATP-grasp domain",1,"0"
"1616","Inner rod protein, Protein MxiH 3 secretion system, shigella",1,"0"
"1617","Inner membrane protein-like domain, Peptidoglycan binding, periplasmic PO4, MSE.9A",1,"0"
"1618","Inner membrane protein-like domain, Peptidoglycan binding, periplasmic MSE, PO4.9A",1,"0"
"1619","Initiation-control protein YabA, DnaA, DnaN, Zinc finger.7A",1,"0"
"1620","Ig-like repeat domain protein 1, STRUCTURAL PROTEIN",1,"Structural"
"1621","Ig gamma-1 chain C region-like beta-sandwich, binding protein, IMMUNE FUC, NAG, BMA, GAL, MAN.9A",1,"0"
"1622","IcmS, IcmW, IcmO (DotL) IV secretion system, Coupling.8A",1,"0"
"1623","hypothetical protein, STRUCTURAL GENOMICS, PSI-BIOLOGY, MIDWEST GOL, CIT.72A",1,"Unknown/Hypothetical"
"1624","hypothetical protein, putative transcription factor, homeodomain ZN",1,"Unknown/Hypothetical"
"1625","hypothetical protein, protein-protein interaction, Structural Genomics",1,"Unknown/Hypothetical"
"1626","hypothetical protein-fold, Thermostable, DNA diversification, UNKNOWN MSE, ACT.81A",1,"Unknown/Hypothetical"
"1627","hypothetical protein yjdK, biofilm, UNKNOWN FUNCTION",1,"Unknown/Hypothetical"
"1628","Hypothetical protein ST0148 GENOMICS, NPPSFA, National Project.06A",1,"Unknown/Hypothetical"
"1629","hypothetical protein Pf0610-helix like protein with metal",1,"Unknown/Hypothetical"
"1630","hypothetical protein PF0385, Structural Genomics, PSI-2, Protein ZN",1,"Unknown/Hypothetical"
"1631","hypothetical protein membrane protein, Bacterial outer C8E, LDA, GOL.22A",1,"Unknown/Hypothetical"
"1632","hypothetical protein helix, helix-turn-helix, Plasmid, Structural",1,"Transcription_regulation"
"1633","hypothetical protein family (UPF0370)",1,"Unknown/Hypothetical"
"1634","hypothetical protein family (UPF0220)",1,"Unknown/Hypothetical"
"1635","hypothetical protein family (UPF0137)",1,"Unknown/Hypothetical"
"1636","hypothetical protein conserved in bacteria (DUF2309)",1,"Unknown/Hypothetical"
"1637","hypothetical protein conserved in bacteria (DUF2213)",1,"Unknown/Hypothetical"
"1638","hypothetical protein conserved in bacteria (DUF2155)",1,"Unknown/Hypothetical"
"1639","hypothetical protein conserved in bacteria (DUF2087)",1,"Unknown/Hypothetical"
"1640","hypothetical protein conserved in archaea (DUF2175)",1,"Unknown/Hypothetical"
"1641","Hydrogenase maturation factor HypA metal-binding Nickel hydrogenase, METAL ZN",1,"Assembly"
"1642","Hydrogen maturase F tetramerization domain",1,"0"
"1643","Huntingtin-interacting protein 1.3A",1,"0"
"1644","HTH-type transcriptional regulator ygiT, Motility-Antitoxin system, Zn-binding protein, mqsR GOL.0A",1,"Other_toxin"
"1645","HTH-type transcriptional regulator TnrA, GS, B",1,"Transcription_regulation"
