"","superkingdom","family","genus","species","kingdom","VC","EukVirBin_noanello","EukVirBin","PhageBin","ContigBin","VC_Genus","Host","Host_specific","OTU","infection"
"NODE_231_length_2591_cov_57_974145_S010-149","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_231_length_2591_cov_57_974145_S010-149","0"
"NODE_232_length_2495_cov_11_125310_S007-128","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_232_length_2495_cov_11_125310_S007-128","0"
"NODE_232_length_2619_cov_23_987805_S009-159","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID91",NA,"Singleton_ClusterID4654",NA,"Vertebrates","Vertebrates","NODE_232_length_2619_cov_23_987805_S009-159","0"
"NODE_233_length_2590_cov_18_161162_S010-149","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID6",NA,"NOTSURE_ClusterID211",NA,"Vertebrates","Vertebrates","NODE_233_length_2590_cov_18_161162_S010-149","0"
"NODE_233_length_957_cov_5_284091_S009-70","Viruses","Small circular virus","Circoviridae","Circovirus-like genome DCCV-4","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_33","Singleton_ClusterID_33",NA,NA,NA,"Vertebrates","Mammals_Birds","NODE_233_length_957_cov_5_284091_S009-70","Circovirus-like genome DCCV-4"
"NODE_236_length_1565_cov_69_558468_S007-99","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_236_length_1565_cov_69_558468_S007-99","0"
"NODE_236_length_1907_cov_6_050273_S003-142","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_236_length_1907_cov_6_050273_S003-142","0"
"NODE_237_length_2591_cov_16_811456_S009-159","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID6",NA,"NOTSURE_ClusterID4702",NA,"Vertebrates","Vertebrates","NODE_237_length_2591_cov_16_811456_S009-159","0"
"NODE_239_length_1549_cov_85_623641_S007-99","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_239_length_1549_cov_85_623641_S007-99","TTV-like mini virus"
"NODE_239_length_2481_cov_10_655574_S007-128","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_239_length_2481_cov_10_655574_S007-128","0"
"NODE_239_length_2582_cov_19_300998_S009-159","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 10","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID86",NA,"NOTSURE_ClusterID4735",NA,"Vertebrates","Vertebrates","NODE_239_length_2582_cov_19_300998_S009-159","Torque teno mini virus 10"
"NODE_239_length_802_cov_4_455172_S007-75","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID92",NA,"Singleton_ClusterID4736",NA,"Vertebrates","Vertebrates","NODE_239_length_802_cov_4_455172_S007-75","0"
"NODE_2396_length_585_cov_9_438976_S004-178","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID8",NA,"NOTSURE_ClusterID260",NA,"Vertebrates","Vertebrates","NODE_2396_length_585_cov_9_438976_S004-178","0"
"NODE_24_length_4607_cov_3500_670199_S009-94","Viruses","Parvoviridae","Dependoparvovirus","Adeno-associated virus","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_34","Singleton_ClusterID93",NA,"Singleton_ClusterID4745",NA,"Vertebrates","Vertebrates","NODE_24_length_4607_cov_3500_670199_S009-94","Adeno-associated virus"
"NODE_24_length_7336_cov_1950_089131_S006-131","Viruses","Picornaviridae","Parechovirus","Parechovirus A","Viruses_EukaryoticVirus",NA,"NOTSURE_ClusterID_30","NOTSURE_ClusterID94",NA,"NOTSURE_ClusterID2988",NA,"Vertebrates","Vertebrates","NODE_24_length_7336_cov_1950_089131_S006-131","Parechovirus Ab"
"NODE_241_length_2563_cov_25_672164_S009-193","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID95",NA,"SURE_ClusterID4762",NA,"Vertebrates","Vertebrates","NODE_241_length_2563_cov_25_672164_S009-193","0"
"NODE_242_length_2750_cov_16_005612_S003-190","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID96",NA,"Singleton_ClusterID4778",NA,"Vertebrates","Vertebrates","NODE_242_length_2750_cov_16_005612_S003-190","Anelloviridae sp."
"NODE_244_length_1509_cov_12_685754_S011-87","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_244_length_1509_cov_12_685754_S011-87","0"
"NODE_244_length_1802_cov_3_795362_S004-178","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID44",NA,"NOTSURE_ClusterID2050",NA,"Vertebrates","Vertebrates","NODE_244_length_1802_cov_3_795362_S004-178","0"
"NODE_246_length_1550_cov_10_317719_S004-116","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID97",NA,"SURE_ClusterID4825",NA,"Vertebrates","Vertebrates","NODE_246_length_1550_cov_10_317719_S004-116","Anelloviridae sp."
"NODE_2469_length_1311_cov_6_176661_S003-164","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_2469_length_1311_cov_6_176661_S003-164","0"
"NODE_247_length_1254_cov_4_074766_S007-118","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID98",NA,"Singleton_ClusterID4834",NA,"Vertebrates","Vertebrates","NODE_247_length_1254_cov_4_074766_S007-118","0"
"NODE_25_length_3650_cov_350_448083_S009-185","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"NOTSURE_ClusterID4",NA,"NOTSURE_ClusterID114",NA,"Vertebrates","Vertebrates","NODE_25_length_3650_cov_350_448083_S009-185","0"
"NODE_251_length_1184_cov_3_023487_S009-128","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_251_length_1184_cov_3_023487_S009-128","0"
"NODE_253_length_1553_cov_7_924119_S009-181","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID46",NA,"NOTSURE_ClusterID2280",NA,"Vertebrates","Vertebrates","NODE_253_length_1553_cov_7_924119_S009-181","Torque teno virus"
"NODE_255_length_2413_cov_9_754281_S007-128","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID99",NA,"Singleton_ClusterID4938",NA,"Vertebrates","Vertebrates","NODE_255_length_2413_cov_9_754281_S007-128","Anelloviridae sp."
"NODE_259_length_2650_cov_49_407307_S003-190","Viruses","Anelloviridae","Gammatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID41",NA,"Singleton_ClusterID4982",NA,"Vertebrates","Vertebrates","NODE_259_length_2650_cov_49_407307_S003-190","0"
"NODE_26_length_7410_cov_896_839902_S003-192","Viruses","Picornaviridae","Enterovirus","Enterovirus B","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_35","Singleton_ClusterID100",NA,"NOTSURE_ClusterID56",NA,"Vertebrates","Vertebrates","NODE_26_length_7410_cov_896_839902_S003-192","Enterovirus Bf"
"NODE_260_length_2861_cov_102_991379_S009-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID101",NA,"Singleton_ClusterID5000",NA,"Vertebrates","Vertebrates","NODE_260_length_2861_cov_102_991379_S009-141","0"
"NODE_263_length_2481_cov_202_151414_S010-149","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"NOTSURE_ClusterID102",NA,"NOTSURE_ClusterID926",NA,"Vertebrates","Vertebrates","NODE_263_length_2481_cov_202_151414_S010-149","TTV-like mini virus"
"NODE_265_length_1786_cov_2_193095_S009-182","Viruses","Anelloviridae","Gammatorquevirus","Torque teno midi virus 9","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_265_length_1786_cov_2_193095_S009-182","Torque teno midi virus 9"
"NODE_2663_length_1247_cov_4_683761_S003-164","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID96",NA,"SURE_ClusterID5062",NA,"Vertebrates","Vertebrates","NODE_2663_length_1247_cov_4_683761_S003-164","Anelloviridae sp."
"NODE_268_length_1455_cov_3_973149_S011-34","Viruses","Picornaviridae","Enterovirus","Rhinovirus A","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_268_length_1455_cov_3_973149_S011-34","Rhinovirus Azz"
"NODE_27_length_2727_cov_12_463019_S004-49","Viruses","Anelloviridae","Anelloviridae","Torque teno midi virus","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID103",NA,"Singleton_ClusterID5100",NA,"Vertebrates","Vertebrates","NODE_27_length_2727_cov_12_463019_S004-49","Torque teno midi virus"
"NODE_27_length_2953_cov_475_395688_S007-118","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID104",NA,"NOTSURE_ClusterID5101",NA,"Vertebrates","Vertebrates","NODE_27_length_2953_cov_475_395688_S007-118","Torque teno virus"
"NODE_27_length_3153_cov_48_543238_S011-79","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID105",NA,"Singleton_ClusterID5102",NA,"Vertebrates","Vertebrates","NODE_27_length_3153_cov_48_543238_S011-79","0"
"NODE_270_length_2492_cov_64_043064_S009-193","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID95",NA,"NOTSURE_ClusterID5108",NA,"Vertebrates","Vertebrates","NODE_270_length_2492_cov_64_043064_S009-193","TTV-like mini virus"
"NODE_2728_length_1228_cov_4_774109_S003-164","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID106",NA,"Singleton_ClusterID5136",NA,"Vertebrates","Vertebrates","NODE_2728_length_1228_cov_4_774109_S003-164","Anelloviridae sp."
"NODE_274_length_2779_cov_134_686158_S009-141","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID63",NA,"Singleton_ClusterID5155",NA,"Vertebrates","Vertebrates","NODE_274_length_2779_cov_134_686158_S009-141","0"
"NODE_275_length_2480_cov_5_157303_S009-159","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_275_length_2480_cov_5_157303_S009-159","0"
"NODE_276_length_1022_cov_5_673016_S004-13","Viruses","Picornaviridae","Enterovirus","Rhinovirus B","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_276_length_1022_cov_5_673016_S004-13","Rhinovirus Bxx"
"NODE_276_length_2474_cov_188_734251_S009-193","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID95",NA,"NOTSURE_ClusterID5108",NA,"Vertebrates","Vertebrates","NODE_276_length_2474_cov_188_734251_S009-193","0"
"NODE_276_length_2766_cov_24_954258_S009-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID107",NA,"SURE_ClusterID5179",NA,"Vertebrates","Vertebrates","NODE_276_length_2766_cov_24_954258_S009-141","0"
"NODE_278_length_2597_cov_21_238095_S003-190","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID87",NA,"NOTSURE_ClusterID4403",NA,"Vertebrates","Vertebrates","NODE_278_length_2597_cov_21_238095_S003-190","0"
"NODE_279_length_3264_cov_23_580169_S007-60","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID108",NA,"Singleton_ClusterID5208",NA,"Vertebrates","Vertebrates","NODE_279_length_3264_cov_23_580169_S007-60","0"
"NODE_28_length_1697_cov_1445_017284_S005-126","Viruses","Picornaviridae","Kobuvirus","Aichivirus A","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_12","SURE_ClusterID_12",NA,NA,NA,"Vertebrates","Vertebrates","NODE_28_length_1697_cov_1445_017284_S005-126","Aichivirus A"
"NODE_28_length_7482_cov_2161_049696_S004-162","Viruses","Picornaviridae","Enterovirus","Enterovirus B","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_28_length_7482_cov_2161_049696_S004-162","Enterovirus Bg"
"NODE_280_length_2463_cov_34_032272_S009-193","Viruses","Anelloviridae","Gammatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID109",NA,"Singleton_ClusterID5227",NA,"Vertebrates","Vertebrates","NODE_280_length_2463_cov_34_032272_S009-193","0"
"NODE_282_length_2588_cov_5_922342_S003-190","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_282_length_2588_cov_5_922342_S003-190","Torque teno virus"
"NODE_282_length_975_cov_7_935412_S009-191","Viruses","Endornaviridae","Alphaendornavirus","Phaseolus vulgaris alphaendornavirus 1","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Plants","Plants","NODE_282_length_975_cov_7_935412_S009-191","Phaseolus vulgaris alphaendornavirus 1"
"NODE_283_length_2728_cov_151_879668_S009-141","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID63",NA,"NOTSURE_ClusterID60",NA,"Vertebrates","Vertebrates","NODE_283_length_2728_cov_151_879668_S009-141","Anelloviridae sp."
"NODE_285_length_2424_cov_36_404772_S009-159","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_285_length_2424_cov_36_404772_S009-159","0"
"NODE_286_length_1230_cov_5_372073_S006-20","Viruses","Small circular virus","CRESS viruses","CRESS virus sp.","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"EukaryoticOrganism","EukaryoticOrganism","NODE_286_length_1230_cov_5_372073_S006-20","CRESS virus sp."
"NODE_286_length_1436_cov_11_864606_S011-87","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID110",NA,"Singleton_ClusterID5288",NA,"Vertebrates","Vertebrates","NODE_286_length_1436_cov_11_864606_S011-87","Torque teno virus"
"NODE_286_length_2724_cov_36_043445_S009-141","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_286_length_2724_cov_36_043445_S009-141","TTV-like mini virus"
"NODE_288_length_2411_cov_7_242074_S009-159","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_288_length_2411_cov_7_242074_S009-159","0"
"NODE_289_length_1573_cov_5_322861_S004-153","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID111",NA,"Singleton_ClusterID5325",NA,"Vertebrates","Vertebrates","NODE_289_length_1573_cov_5_322861_S004-153","Torque teno virus"
"NODE_29_length_7441_cov_963_370858_S010-184","Viruses","Picornaviridae","Enterovirus","Enterovirus B","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_29_length_7441_cov_963_370858_S010-184","Enterovirus Bh"
"NODE_291_length_2536_cov_13_919073_S003-190","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 11","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_291_length_2536_cov_13_919073_S003-190","Torque teno mini virus 11"
"NODE_292_length_1378_cov_6_496541_S006-131","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_292_length_1378_cov_6_496541_S006-131","0"
"NODE_292_length_1646_cov_27_541109_S004-194","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID44",NA,"NOTSURE_ClusterID2050",NA,"Vertebrates","Vertebrates","NODE_292_length_1646_cov_27_541109_S004-194","0"
"NODE_293_length_2678_cov_105_883122_S009-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID112",NA,"Singleton_ClusterID5362",NA,"Vertebrates","Vertebrates","NODE_293_length_2678_cov_105_883122_S009-141","0"
"NODE_298_length_1239_cov_3_983649_S009-229","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus SHA","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID113",NA,"Singleton_ClusterID5400",NA,"Vertebrates","Vertebrates","NODE_298_length_1239_cov_3_983649_S009-229","Torque teno mini virus SHA"
"NODE_3_length_33511_cov_313_081755_S006-124","Viruses","Adenoviridae","Mastadenovirus","Human mastadenovirus A","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_36","Singleton_ClusterID114",NA,"Singleton_ClusterID5425",NA,"Vertebrates","Vertebrates","NODE_3_length_33511_cov_313_081755_S006-124","Human mastadenovirus A"
"NODE_3_length_7417_cov_2162_764578_S005-105","Viruses","Picornaviridae","Parechovirus","Parechovirus A","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_37","Singleton_ClusterID115",NA,"Singleton_ClusterID5442",NA,"Vertebrates","Vertebrates","NODE_3_length_7417_cov_2162_764578_S005-105","Parechovirus Ac"
"NODE_3_length_7636_cov_8239_336685_S005-106","Viruses","Caliciviridae","Norovirus","Norwalk virus","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_38","Singleton_ClusterID116",NA,"Singleton_ClusterID5443",NA,"Vertebrates","Vertebrates","NODE_3_length_7636_cov_8239_336685_S005-106","Norwalk virus e"
"NODE_30_length_1482_cov_2_910320_S006-183","Viruses","Picornaviridae","Enterovirus","Enterovirus A","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_39","SURE_ClusterID_39",NA,NA,NA,"Vertebrates","Vertebrates","NODE_30_length_1482_cov_2_910320_S006-183","Enterovirus A?"
"NODE_30_length_2933_cov_380_956933_S007-118","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_30_length_2933_cov_380_956933_S007-118","0"
"NODE_30_length_6570_cov_185_760819_S006-128","Viruses","Astroviridae","Mamastrovirus","HMO Astrovirus A","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_40","Singleton_ClusterID117",NA,"NOTSURE_ClusterID4679",NA,"Vertebrates","Vertebrates","NODE_30_length_6570_cov_185_760819_S006-128","HMO Astrovirus A"
"NODE_30_length_7309_cov_20_379148_S004-162","Viruses","Picornaviridae","Enterovirus","Enterovirus A","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_30_length_7309_cov_20_379148_S004-162","Enterovirus Ac"
"NODE_300_length_1608_cov_14_646636_S004-194","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 10","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_300_length_1608_cov_14_646636_S004-194","Torque teno mini virus 10"
"NODE_3009_length_519_cov_26_404977_S004-178","Viruses","Anelloviridae","Alphatorquevirus","Torque teno virus 16","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_3009_length_519_cov_26_404977_S004-178","Torque teno virus 16"
"NODE_302_length_2657_cov_127_343411_S009-141","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID107",NA,"Singleton_ClusterID5478",NA,"Vertebrates","Vertebrates","NODE_302_length_2657_cov_127_343411_S009-141","0"
"NODE_308_length_1335_cov_4_363275_S006-131","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"NOTSURE_ClusterID94",NA,"NOTSURE_ClusterID2988",NA,"Vertebrates","Vertebrates","NODE_308_length_1335_cov_4_363275_S006-131","Anelloviridae sp."
"NODE_308_length_2633_cov_68_410016_S009-141","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 5","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID118",NA,"Singleton_ClusterID5526",NA,"Vertebrates","Vertebrates","NODE_308_length_2633_cov_68_410016_S009-141","Torque teno mini virus 5"
"NODE_31_length_1474_cov_4_478168_S006-183","Viruses","Picornaviridae","Enterovirus","Enterovirus A","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_39","SURE_ClusterID_39",NA,NA,NA,"Vertebrates","Vertebrates","NODE_31_length_1474_cov_4_478168_S006-183","Enterovirus A?"
"NODE_31_length_4629_cov_927_760984_S009-116","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID119",NA,"NOTSURE_ClusterID5539",NA,"Vertebrates","Vertebrates","NODE_31_length_4629_cov_927_760984_S009-116","TTV-like mini virus"
"NODE_31_length_5024_cov_44_377805_S009-229","Viruses","Totiviridae","Totiviridae","Panax notoginseng virus A","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_41","Singleton_ClusterID120",NA,"Singleton_ClusterID5540",NA,"Fungi_Protozoa","Fungi_Protozoa","NODE_31_length_5024_cov_44_377805_S009-229","Panax notoginseng virus A"
"NODE_311_length_1560_cov_8_706676_S004-194","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_311_length_1560_cov_8_706676_S004-194","0"
"NODE_313_length_2223_cov_12_430568_S007-128","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID121",NA,"Singleton_ClusterID5567",NA,"Vertebrates","Vertebrates","NODE_313_length_2223_cov_12_430568_S007-128","0"
"NODE_316_length_3036_cov_323_173031_S007-60","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID122",NA,"Singleton_ClusterID5594",NA,"Vertebrates","Vertebrates","NODE_316_length_3036_cov_323_173031_S007-60","0"
"NODE_317_length_2602_cov_100_780198_S009-141","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID82",NA,"NOTSURE_ClusterID4024",NA,"Vertebrates","Vertebrates","NODE_317_length_2602_cov_100_780198_S009-141","TTV-like mini virus"
"NODE_319_length_1624_cov_7_141564_S004-178","Viruses","Anelloviridae","Gammatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_319_length_1624_cov_7_141564_S004-178","0"
"NODE_319_length_2208_cov_6_045519_S007-128","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_319_length_2208_cov_6_045519_S007-128","Anelloviridae sp."
"NODE_32_length_2689_cov_47_145482_S011-79","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_32_length_2689_cov_47_145482_S011-79","0"
"NODE_32_length_2866_cov_79_565436_S007-118","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID123",NA,"Singleton_ClusterID5614",NA,"Vertebrates","Vertebrates","NODE_32_length_2866_cov_79_565436_S007-118","TTV-like mini virus"
"NODE_320_length_682_cov_143_846281_S006-47","Viruses","Reoviridae","Rotavirus","Rotavirus A","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_10","SURE_ClusterID39",NA,"SURE_ClusterID1736",NA,"Vertebrates","Vertebrates","NODE_320_length_682_cov_143_846281_S006-47","Rotavirus A"
"NODE_322_length_1614_cov_8_661028_S009-182","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID26",NA,"NOTSURE_ClusterID1220",NA,"Vertebrates","Vertebrates","NODE_322_length_1614_cov_8_661028_S009-182","0"
"NODE_322_length_2588_cov_26_089606_S009-141","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID112",NA,"Singleton_ClusterID5632",NA,"Vertebrates","Vertebrates","NODE_322_length_2588_cov_26_089606_S009-141","TTV-like mini virus"
"NODE_327_length_1674_cov_4_319349_S003-142","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus SHA","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID27",NA,"Singleton_ClusterID5659",NA,"Vertebrates","Vertebrates","NODE_327_length_1674_cov_4_319349_S003-142","Torque teno mini virus SHA"
"NODE_331_length_846_cov_3_378414_S010-103","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID61",NA,"Singleton_ClusterID5684",NA,"Vertebrates","Vertebrates","NODE_331_length_846_cov_3_378414_S010-103","Anelloviridae sp."
"NODE_334_length_2297_cov_36_625225_S009-193","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID95",NA,"SURE_ClusterID4762",NA,"Vertebrates","Vertebrates","NODE_334_length_2297_cov_36_625225_S009-193","0"
"NODE_3341_length_512_cov_12_547126_S004-194","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_3341_length_512_cov_12_547126_S004-194","Anelloviridae sp."
"NODE_338_length_2256_cov_13_963745_S009-159","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_338_length_2256_cov_13_963745_S009-159","0"
